S.D.,Counts,seed,tournament_type
0.5,271,4,norm_mdr_sd_min
0.6,261,4,norm_mdr_sd_min
0.7,260,4,norm_mdr_sd_min
0.8,236,4,norm_mdr_sd_min
0.9,223,4,norm_mdr_sd_min
1,225,4,norm_mdr_sd_min
1.1,201,4,norm_mdr_sd_min
1.2,165,4,norm_mdr_sd_min
1.3,148,4,norm_mdr_sd_min
1.4,110,4,norm_mdr_sd_min
1.5,78,4,norm_mdr_sd_min
1.6,57,4,norm_mdr_sd_min
1.7,64,4,norm_mdr_sd_min
1.8,44,4,norm_mdr_sd_min
1.9,29,4,norm_mdr_sd_min
2,25,4,norm_mdr_sd_min
2.1,23,4,norm_mdr_sd_min
2.2,19,4,norm_mdr_sd_min
2.3,21,4,norm_mdr_sd_min
2.4,13,4,norm_mdr_sd_min
2.5,10,4,norm_mdr_sd_min
2.6,5,4,norm_mdr_sd_min
2.7,2,4,norm_mdr_sd_min
2.8,1,4,norm_mdr_sd_min
2.9,1,4,norm_mdr_sd_min
3,4,4,norm_mdr_sd_min
