,m,d,r,w,P,R,S,T
0,5.0,0.77,0.81,1.0,144000,638045,113191,94764
1,5.0,0.72,0.29,1.0,171826,609326,104225,104623
2,5.0,0.55,0.65,1.0,168927,598567,112910,109596
3,5.0,0.15,0.55,1.0,169892,595807,111028,113273
4,5.0,0.84,0.44,1.0,174292,584201,111954,119553
5,5.0,0.66,0.67,1.0,201069,550531,102573,135827
6,5.0,0.15,0.13,1.0,130931,649331,120894,88844
7,5.0,0.24,0.09,1.0,166320,593770,117060,112850
8,5.0,0.99,0.65,1.0,204027,550427,107075,128471
9,5.0,0.38,0.88,1.0,142667,636807,117746,92780
10,5.0,0.43,0.62,1.0,140122,634228,119807,95843
11,5.0,0.46,0.38,1.0,202218,554996,103617,129169
12,5.0,0.26,0.71,1.0,193387,589932,99230,107451
13,5.0,0.25,0.86,1.0,177611,591263,112622,108504
14,5.0,0.62,0.59,1.0,194936,561631,111457,121976
15,5.0,0.68,0.56,1.0,169795,602665,107780,109760
16,5.0,0.75,0.12,1.0,111548,671030,127126,80296
17,5.0,0.33,0.74,1.0,194942,570436,109177,115445
18,5.0,0.65,0.12,1.0,178027,590752,106922,114299
19,5.0,0.54,0.02,1.0,204805,555475,101331,128389
20,5.0,0.88,0.67,1.0,171506,595361,106624,116509
21,5.0,0.12,0.06,1.0,202591,552819,102320,132270
22,5.0,0.09,0.89,1.0,181071,573828,111910,123191
23,5.0,0.22,0.02,1.0,158010,617996,111988,102006
24,5.0,0.92,0.62,1.0,188676,583568,105024,112732
25,5.0,0.45,0.76,1.0,168320,595124,114756,111800
26,5.0,0.52,0.03,1.0,150555,615756,116527,107162
27,5.0,0.18,0.18,1.0,172826,593482,112384,111308
28,5.0,0.61,0.89,1.0,173007,587212,115111,114670
29,5.0,0.06,0.31,1.0,176433,593422,103660,116485
30,5.0,0.96,0.95,1.0,151892,613078,123639,101391
31,5.0,0.24,0.35,1.0,134327,622954,130084,102635
32,5.0,0.15,0.61,1.0,177245,592568,101379,118808
33,5.0,0.42,0.73,1.0,132461,639221,128599,89719
34,5.0,0.23,0.93,1.0,208798,541720,102364,137118
35,5.0,0.24,0.96,1.0,141638,638399,117206,92757
36,5.0,0.19,0.2,1.0,174532,585426,112230,117812
37,5.0,0.9,0.32,1.0,194991,566708,103927,124374
38,5.0,0.8,0.12,1.0,186760,579820,111134,112286
39,5.0,0.6,0.57,1.0,193963,567117,105145,123775
40,5.0,0.69,0.14,1.0,136932,647542,117147,88379
41,5.0,0.64,0.01,1.0,152114,625962,112895,99029
42,5.0,0.22,0.65,1.0,148171,629904,116293,95632
43,5.0,0.24,0.66,1.0,183305,577221,111038,118436
44,5.0,0.53,0.42,1.0,158263,611615,117585,102537
45,5.0,0.69,0.18,1.0,163281,611259,114851,100609
46,5.0,0.86,0.15,1.0,195118,572387,100646,121849
47,5.0,0.57,0.81,1.0,163917,604462,116568,105053
48,5.0,0.73,0.74,1.0,176296,583469,114618,115617
49,5.0,0.3,0.11,1.0,194208,560353,106606,128833
50,5.0,0.52,0.31,1.0,156840,625279,111381,96500
51,5.0,0.53,0.15,1.0,187229,581065,106139,115567
52,5.0,0.74,0.22,1.0,167183,606649,112913,103255
53,5.0,0.05,0.58,1.0,151331,630372,113090,95207
54,5.0,0.32,0.41,1.0,153056,622181,113622,101141
55,5.0,0.3,0.77,1.0,177565,602658,100395,109382
56,5.0,0.25,0.05,1.0,149588,624072,114921,101419
57,5.0,0.56,0.13,1.0,170442,602397,113683,103478
58,5.0,0.23,0.5,1.0,155877,610953,119474,103696
59,5.0,0.16,0.85,1.0,184229,584430,102245,119096
60,5.0,0.98,0.57,1.0,179872,580058,111634,118436
61,5.0,0.29,0.68,1.0,147112,620513,123722,98653
62,5.0,0.38,0.84,1.0,130129,646483,125446,87942
63,5.0,0.85,0.53,1.0,152530,607650,125044,104776
64,5.0,0.04,0.29,1.0,158098,615133,112217,104552
65,5.0,0.52,0.62,1.0,170633,596000,114248,109119
66,5.0,0.6,0.39,1.0,204008,558685,98760,128547
67,5.0,0.75,0.93,1.0,149228,620354,120398,100020
68,5.0,0.39,0.28,1.0,162135,612295,112764,102806
69,5.0,0.77,0.56,1.0,170070,599250,109168,111512
70,5.0,0.9,0.18,1.0,181079,587033,104278,117610
71,5.0,0.82,0.14,1.0,163419,613589,109852,103140
72,5.0,0.38,0.52,1.0,150639,642850,107716,88795
73,5.0,0.24,0.49,1.0,190831,564701,102506,131962
74,5.0,0.69,0.04,1.0,174309,588988,106173,120530
75,5.0,0.77,0.52,1.0,166014,603892,113181,106913
76,5.0,0.61,0.71,1.0,172566,592274,116511,108649
77,5.0,0.4,0.67,1.0,173519,592496,110086,113899
78,5.0,0.64,0.46,1.0,189724,576678,94972,128626
79,5.0,0.35,0.04,1.0,168900,607725,113938,99437
80,5.0,0.67,0.46,1.0,216269,519461,104154,150116
81,5.0,0.19,0.82,1.0,151989,626684,113615,97712
82,5.0,0.25,0.58,1.0,167077,604228,115854,102841
83,5.0,0.6,0.52,1.0,166224,588634,118946,116196
84,5.0,0.36,0.38,1.0,220563,526488,102692,140257
85,5.0,0.92,0.34,1.0,156215,605729,117838,110218
86,5.0,0.64,0.26,1.0,162645,607195,115094,105066
87,5.0,0.99,0.97,1.0,152612,617401,119299,100688
88,5.0,0.58,0.67,1.0,143357,632871,118945,94827
89,5.0,0.25,0.52,1.0,167315,609087,113246,100352
90,5.0,0.49,0.06,1.0,257074,478800,84281,169845
91,5.0,0.56,0.56,1.0,150647,632685,110937,95731
92,5.0,0.88,0.34,1.0,140434,634178,119337,96051
93,5.0,0.71,0.13,1.0,209046,548788,104128,128038
94,5.0,0.84,0.17,1.0,158047,623677,107355,100921
95,5.0,0.95,0.35,1.0,143385,632518,119512,94585
96,5.0,0.69,0.25,1.0,208534,554446,102341,124679
97,5.0,0.63,0.72,1.0,217315,533523,99090,140072
98,5.0,0.43,0.93,1.0,221096,524575,104631,139698
99,5.0,0.37,0.09,1.0,197202,577406,100345,115047
